0.0967123;0;-0.0505682;0.8625;0;0;0
0.193425;0;-0.0505682;0.8625;0;0.0966661;0
0.290137;0;-0.0412194;0.8625;0;0.161789;0
0.386849;0;-0.0255724;0.8625;0;0.206718;0
0.483562;0;-0.00558016;0.8625;0;0.238851;0
0.580274;0;0.0175197;0.8625;0;0.258078;0
0.676986;0;0.042479;0.8625;0;0.296735;0
0.773699;0;0.071177;0.8625;0;0.284039;0
0.870411;0;0.0986471;0.8625;0;0.277908;0.0438912
0.967123;0;0.125524;0.866745;0;0.265179;0.0787515
1.06384;0;0.15117;0.874361;0;0.254682;0.113691
1.16055;0;0.175801;0.885356;0;0.221705;0.182815
1.25726;0;0.197243;0.903037;0;0.246575;0.219094
1.35397;0;0.22109;0.924226;0;0.2161;0.247101
1.45068;0;0.241989;0.948124;0;0.249759;0.252616
1.5474;0;0.266144;0.972555;0;0.249054;0.305267
1.64411;0;0.290231;1.00208;0;0.229248;0.326367
1.74082;0;0.312402;1.03364;0;0.240767;0.333919
1.83753;0;0.335687;1.06594;0;0.20673;0.34413
1.93425;0;0.35568;1.09922;0;0.183717;0.393126
2.03096;0;0.373448;1.13724;0;0.12837;0.39761
2.12767;0;0.385863;1.17569;0;0.112197;0.424318
2.22438;0;0.396714;1.21673;0;0.0837291;0.376966
2.3211;0;0.404811;1.25319;0;0.0522961;0.331605
2.41781;0;0.409869;1.28526;0;0.0434856;0.318338
2.51452;0;0.414074;1.31604;0;0.0202015;0.345513
2.61123;0;0.416028;1.34946;0;0.0267932;0.343316
2.70795;0;0.418619;1.38266;0;0.0546745;0.369704
2.80466;0;0.423907;1.41842;0;0.0135119;0.351732
2.90137;0;0.425214;1.45243;0;0.0210392;0.311412
2.99808;0;0.427249;1.48255;0;-0.0158248;0.294019
3.09479;0;0.425718;1.51099;0;-0.00724742;0.309437
3.19151;0;0.425017;1.54091;0;-0.000960019;0.302148
3.28822;0;0.424924;1.57013;0;0.00360823;0.339737
3.38493;0;0.425273;1.60299;0;0.00691766;0.342026
3.48164;0;0.425942;1.63607;0;0.00927769;0.324064
3.57836;0;0.42684;1.66741;0;-0.0169647;0.280928
3.67507;0;0.425199;1.69458;0;-0.0106574;0.288288
3.77178;0;0.424168;1.72246;0;-0.00625635;0.305982
3.86849;0;0.423563;1.75205;0;-0.00323694;0.322478
3.96521;0;0.42325;1.78324;0;-0.00121232;0.278761
4.06192;0;0.423133;1.8102;0;0.000101919;0.276361
4.15863;0;0.423143;1.83693;0;0.000916419;0.234518
4.25534;0;0.423231;1.85961;0;-0.0125605;0.208384
4.35205;0;0.422017;1.87976;0;-0.0412104;0.21949
4.44877;0;0.418031;1.90099;0;-0.0437983;0.227091
4.54548;0;0.413795;1.92295;0;-0.0820935;0.215874
4.64219;0;0.405856;1.94383;0;-0.100104;0.212506
4.7389;0;0.396174;1.96438;0;-0.142582;0.16543
4.83562;0;0.382385;1.98038;0;-0.17595;0.162634
4.93233;0;0.365369;1.99611;0;-0.192369;0.127
5.02904;0;0.346764;2.00839;0;-0.219692;0.113303
5.12575;0;0.325517;2.01935;0;-0.196185;0.072523
5.22247;0;0.306544;2.02636;0;-0.192487;0.0527925
5.31918;0;0.287928;2.03147;0;-0.189612;-0.0283607
5.41589;0;0.26959;2.02872;0;-0.14599;-0.0748767
5.5126;0;0.255471;2.02148;0;-0.117866;-0.104617
5.60931;0;0.244072;2.01137;0;-0.0925559;-0.146791
5.70603;0;0.235121;1.99717;0;-0.0865628;-0.186093
5.80274;0;0.226749;1.97917;0;-0.0858715;-0.201333
5.89945;0;0.218444;1.9597;0;-0.0766567;-0.21359
5.99616;0;0.21103;1.93904;0;-0.0518428;-0.239087
6.09288;0;0.206017;1.91592;0;-0.00656704;-0.292854
6.18959;0;0.205381;1.8876;0;0.0188474;-0.372667
6.2863;0;0.207204;1.85156;0;0.00922458;-0.410251
6.38301;0;0.208096;1.81188;0;0.00220899;-0.370535
6.47973;0;0.20831;1.77605;0;0.0253346;-0.374923
6.57644;0;0.21076;1.73979;0;0.0165753;-0.342744
6.67315;0;0.212363;1.70664;0;0.0103858;-0.35005
6.76986;0;0.213368;1.67278;0;0.00606661;-0.415079
6.86658;0;0.213954;1.63264;0;0.0031075;-0.474709
6.96329;0;0.214255;1.58673;0;0.0011279;-0.447158
7.06;0;0.214364;1.54348;0;-0.000157265;-0.400913
7.15671;0;0.214349;1.50471;0;-0.000949628;-0.399607
7.25342;0;0.214257;1.46606;0;-0.00140043;-0.403583
7.35014;0;0.214121;1.42703;0;-0.00162053;-0.405618
7.44685;0;0.213965;1.3878;0;-0.001684;-0.483137
7.54356;0;0.213802;1.34108;0;-0.00164918;-0.462252
7.64027;0;0.213642;1.29637;0;-0.00155525;-0.407129
7.73699;0;0.213492;1.257;0;-0.00142549;-0.286816
7.8337;0;0.213354;1.22926;0;-0.00128281;-0.26806
7.93041;0;0.21323;1.20334;0;-0.00113744;-0.300277
8.02712;0;0.21312;1.1743;0;-0.000993676;-0.360866
8.12384;0;0.213024;1.1394;0;-0.000862455;-0.387031
8.22055;0;0.21294;1.10196;0;-0.00074236;-0.371105
8.31726;0;0.212869;1.06607;0;-0.000632212;-0.294611
8.41397;0;0.212808;1.03758;0;-0.000538128;-0.29131
8.51068;0;0.212756;1.00941;0;-0.000455035;-0.313619
8.6074;0;0.212712;0.979078;0;-0.000381696;-0.362185
8.70411;0;0.212675;0.94405;0;-0.000321125;-0.384643
8.80082;0;0.212644;0.90685;0;-0.000268011;-0.399441
8.89753;0;0.212618;0.868219;0;-0.000222645;-0.374431
8.99425;0;0.212596;0.832007;0;-0.000186022;-0.342585
9.09096;0;0.212578;0.798875;0;-0.000153289;-0.344558
9.18767;0;0.212563;0.765552;0;-0.000126704;-0.358674
9.28438;0;0.212551;0.730864;0;-0.0001055;-0.365072
9.3811;0;0.212541;0.695557;0;-8.54104e-05;-0.377692
9.47781;0;0.212533;0.659029;0;-7.07055e-05;-0.384978
9.57452;0;0.212526;0.621797;0;-5.88469e-05;-0.351759
9.67123;0;0.21252;0.587778;0;-4.61141e-05;-0.316905
9.76795;0;0.212516;0.557129;0;-3.8724e-05;-0.274657
9.86466;0;0.212512;0.530566;0;-3.23016e-05;-0.287358
9.96137;0;0.212509;0.502775;0;-2.46183e-05;-0.320008
10.0581;0;0.212506;0.471827;0;-2.12933e-05;-0.302942
10.1548;0;0.212504;0.442529;0;-1.76372e-05;-0.276675
10.2515;0;0.212503;0.415771;0;-1.33207e-05;-0.257552
10.3482;0;0.212501;0.390862;0;0.0176271;-0.177297
10.4449;0;0.214206;0.373715;0;0.0292857;-0.131317
10.5416;0;0.217038;0.361015;0;0.076302;-0.0959911
10.6384;0;0.224418;0.351732;0;0.0995623;-0.0835633
10.7351;0;0.234047;0.34365;0;0.108176;-0.0580822
10.8318;0;0.244508;0.338033;0;0.130156;-0.0255848
10.9285;0;0.257096;0.335559;0;0.161539;-0.0130162
11.0252;0;0.272719;0.3343;0;0.175575;-0.0146635
11.1219;0;0.289699;0.332882;0;0.194375;0.0385257
11.2186;0;0.308498;0.336608;0;0.248712;0.0798522
11.3153;0;0.332551;0.34433;0;0.250913;0.163265
11.4121;0;0.356817;0.36012;0;0.210168;0.18134
11.5088;0;0.377143;0.377658;0;0.196601;0.281679
11.6055;0;0.396157;0.4049;0;0.20364;0.352958
11.7022;0;0.415852;0.439035;0;0.156352;0.408308
11.7989;0;0.430973;0.478523;0;0.122741;0.448721
11.8956;0;0.442843;0.52192;0;0.0984602;0.466609
11.9923;0;0.452366;0.567047;0;0.0661761;0.486775
12.089;0;0.458766;0.614124;0;0.0508573;0.54202
12.1858;0;0.463684;0.666544;0;0.0221065;0.496292
12.2825;0;0.465822;0.714542;0;0.0327507;0.466995
12.3792;0;0.46899;0.759706;0;0.0397716;0.387957
12.4759;0;0.472836;0.797226;0;-0.0111258;0.266479
12.5726;0;0.47176;0.822998;0;-0.03447;0.231356
12.6693;0;0.468426;0.845373;0;-0.0406387;0.143977
12.766;0;0.464496;0.859297;0;-0.0780894;0.141221
12.8627;0;0.456944;0.872955;0;-0.120605;0.121655
12.9595;0;0.44528;0.884721;0;-0.153939;0.0403962
13.0562;0;0.430392;0.888628;0;-0.181351;0.0180141
13.1529;0;0.412853;0.89037;0;-0.194899;-0.0333935
13.2496;0;0.394004;0.88714;0;-0.186647;-0.0573209
13.3463;0;0.375953;0.881597;0;-0.139382;-0.0636798
13.443;0;0.362473;0.875438;0;-0.0814974;-0.0456059
13.5397;0;0.354591;0.871027;0;0.00203458;-0.0323224
13.6364;0;0.354788;0.867901;0;0.056326;-0.0226128
13.7332;0;0.360235;0.865714;0;0.0904515;-0.0155606
13.8299;0;0.368983;0.864209;0;0.110763;-0.0104768
13.9266;0;0.379695;0.863196;0;0.184084;-0.00684496
14.0233;0;0.397499;0.862534;0;0.228251;-0.0042788
14.12;0;0.419573;0.86212;0;0.274708;-0.00249041
14.2167;0;0.446141;0.86188;0;0.273789;-0.0012659
14.3134;0;0.47262;0.861757;0;0.235152;-0.000447008
14.4101;0;0.495362;0.861714;0;0.229311;8.28727e-05
14.5068;0;0.517539;0.861722;0;0.255323;0.000409203
14.6036;0;0.542232;0.861761;0;0.212272;0.000594258
